Name;organizationId;appId;Link;Status;Status Time
Bellinson Law Firm, P.A.;surefire-local;bellinson-law-firm-pa;https://studio.xapp.ai/surefire-local/bellinson-law-firm-pa;Ready for Install;2022-11-30T16:23:20.698Z
Bellwether;surefire-local;bellwether;https://studio.xapp.ai/surefire-local/bellwether;Ready for Install;2022-11-30T16:23:26.001Z
Benchmark Roofing & Restoration;surefire-local;benchmark-roofing-and-restoration;https://studio.xapp.ai/surefire-local/benchmark-roofing-and-restoration;Live;2022-11-03T21:30:42.433Z
Bernfeld, DeMatteo & Bernfeld, LLP;surefire-local;bernfeld-dematteo-and-bernfeld-llp;https://studio.xapp.ai/surefire-local/bernfeld-dematteo-and-bernfeld-llp;Live;2022-11-30T16:23:34.433Z
Best Austin Handyman & Remodeling;surefire-local;best-austin-handyman-and-remodeling;https://studio.xapp.ai/surefire-local/best-austin-handyman-and-remodeling;Ready for Install;2022-11-30T16:23:38.309Z
Best Roofing Of Virginia;surefire-local;best-roofing-of-virginia;https://studio.xapp.ai/surefire-local/best-roofing-of-virginia;Ready for Install;2022-11-30T16:23:45.717Z
Better Homes Restoration and Remodeling;surefire-local;better-homes-restoration-and-remodeling;https://studio.xapp.ai/surefire-local/better-homes-restoration-and-remodeling;Ready for Install;2022-11-30T16:23:47.592Z
Betterliving Twin Cities;surefire-local;betterliving-twin-cities-vrisl;https://studio.xapp.ai/surefire-local/betterliving-twin-cities-vrisl;Live;2023-02-28T15:14:26.270Z
Big Fish Roofs & Restoration;surefire-local;big-fish-roofs-and-restoration;https://studio.xapp.ai/surefire-local/big-fish-roofs-and-restoration;Ready for Install;2023-02-17T18:56:12.258Z
Big Lick Roofing;surefire-local;big-lick-roofing;https://studio.xapp.ai/surefire-local/big-lick-roofing;Ready for Install;2022-11-30T16:23:54.659Z
Big Tex Boat Rentals;surefire-local;big-tex-boat-rentals;https://studio.xapp.ai/surefire-local/big-tex-boat-rentals;Live;2023-02-28T15:15:10.570Z
Bildsy;surefire-local;bildsy;https://studio.xapp.ai/surefire-local/bildsy;Live;2022-11-30T16:24:00.369Z
Bill Reynolds Heating & Air Conditioning;surefire-local;bill-reynolds-heating-and-air-conditioning;https://studio.xapp.ai/surefire-local/bill-reynolds-heating-and-air-conditioning;Ready for Install;2022-11-30T16:25:03.945Z
Billings Roofing & Construction Group;surefire-local;billings-roofing-and-construction-group;https://studio.xapp.ai/surefire-local/billings-roofing-and-construction-group;Live;2022-11-03T21:31:19.922Z
Bill's Canvas Shop;surefire-local;bills-canvas-shop;https://studio.xapp.ai/surefire-local/bills-canvas-shop;Live;2022-11-30T16:25:16.327Z
Blanchflower Construction Company, LLC;surefire-local;blanchflower-construction-company-llc;https://studio.xapp.ai/surefire-local/blanchflower-construction-company-llc;Live;2022-11-30T16:25:26.793Z
Blue Collar Roofers;surefire-local;blue-collar-roofers-zhgsl;https://studio.xapp.ai/surefire-local/blue-collar-roofers-zhgsl;Live;2022-11-30T16:25:33.355Z
Blue Ridge Heating & Cooling;surefire-local;blue-ridge-heating-and-cooling;https://studio.xapp.ai/surefire-local/blue-ridge-heating-and-cooling;Live;2022-11-30T16:25:39.348Z
BMB Pool Construction and Repairs;surefire-local;bmb-pool-construction-and-repairs;https://studio.xapp.ai/surefire-local/bmb-pool-construction-and-repairs;Submitted for Review;2023-03-14T20:54:14.737Z
Boise Valley Heating & Air;surefire-local;boise-valley-heating-and-air;https://studio.xapp.ai/surefire-local/boise-valley-heating-and-air;Live;2022-11-30T16:27:08.040Z
Bone Dry Cincinnati;surefire-local;bone-dry-cincinnati;https://studio.xapp.ai/surefire-local/bone-dry-cincinnati;Ready for Install;2022-11-30T16:27:15.480Z
Bone Dry Indianapolis;surefire-local;bone-dry-indianapolis;https://studio.xapp.ai/surefire-local/bone-dry-indianapolis;Ready for Install;2022-11-30T16:27:24.085Z
Bonness Inc.;surefire-local;bonness-inc;https://studio.xapp.ai/surefire-local/bonness-inc;Live;2022-11-30T16:27:30.228Z
Bossler Roofing;surefire-local;bossler-roofing;https://studio.xapp.ai/surefire-local/bossler-roofing;Live;2022-11-30T16:27:35.478Z
Breathe Easy Mechanical;surefire-local;breathe-easy-mechanical;https://studio.xapp.ai/surefire-local/breathe-easy-mechanical;Live;2022-11-30T16:27:44.270Z
Breeden Roofing Inc.;surefire-local;breeden-roofing-inc;https://studio.xapp.ai/surefire-local/breeden-roofing-inc;Ready for Install;2022-11-30T16:27:52.973Z
Brentwood Roofing and Construction;surefire-local;brentwood-roofing-and-construction;https://studio.xapp.ai/surefire-local/brentwood-roofing-and-construction;Live;2022-11-30T16:27:58.254Z
BRG Roofing;surefire-local;brg-roofing;https://studio.xapp.ai/surefire-local/brg-roofing;Live;2023-01-30T18:23:17.160Z
Brincks Exteriors;surefire-local;brincks-exteriors;https://studio.xapp.ai/surefire-local/brincks-exteriors;Live;2022-11-30T16:28:15.623Z
Brooks Brothers Flooring LLC;surefire-local;brooks-brothers-flooring-llc;https://studio.xapp.ai/surefire-local/brooks-brothers-flooring-llc;In Review;2023-03-09T14:27:16.974Z
Brooks Hardwood Floor Service;surefire-local;brooks-hardwood-floor-service;https://studio.xapp.ai/surefire-local/brooks-hardwood-floor-service;Ready for Install;2023-02-16T17:35:52.937Z
Bruce Kaye Attorney At Law;surefire-local;bruce-kaye-attorney-at-law-tdyez;https://studio.xapp.ai/surefire-local/bruce-kaye-attorney-at-law-tdyez;Ready for Install;2023-01-27T15:39:06.419Z
Buckner Roofing;surefire-local;buckner-roofing;https://studio.xapp.ai/surefire-local/buckner-roofing;Live;2022-11-30T16:28:28.942Z
Buffington Brothers Heating & Cooling;surefire-local;buffington-brothers-heating-and-cooling;https://studio.xapp.ai/surefire-local/buffington-brothers-heating-and-cooling;Live;2022-11-30T16:28:33.533Z
Burch Oil;surefire-local;burch-oil;https://studio.xapp.ai/surefire-local/burch-oil;Live;2022-11-30T16:28:40.930Z
Burns Builders Roofing;surefire-local;burns-builders-roofing;https://studio.xapp.ai/surefire-local/burns-builders-roofing;Ready for Install;2022-11-30T16:28:47.963Z
Burr Roofing, Siding, & Windows;surefire-local;burr-roofing-siding-and-windows;https://studio.xapp.ai/surefire-local/burr-roofing-siding-and-windows;Live;2022-11-30T16:28:52.799Z
Burton Roofing & Siding;surefire-local;burton-roofing-and-siding;https://studio.xapp.ai/surefire-local/burton-roofing-and-siding;Ready for Install;2022-11-30T16:28:57.221Z
Butler Heating & Air Conditioning;surefire-local;butler-heating-and-air-conditioning;https://studio.xapp.ai/surefire-local/butler-heating-and-air-conditioning;Live;2023-01-30T18:25:06.146Z
Bzak Builders;surefire-local;bzak-builders;https://studio.xapp.ai/surefire-local/bzak-builders;Ready for Install;2022-11-30T16:29:05.264Z
C & K Custom Remodeling, Inc.;surefire-local;c-and-k-custom-remodeling-inc;https://studio.xapp.ai/surefire-local/c-and-k-custom-remodeling-inc;Live;2023-02-28T15:21:12.239Z
C Briggs;surefire-local;c-briggs;https://studio.xapp.ai/surefire-local/c-briggs;Live;2022-11-30T16:29:17.117Z
C2 Heating & Air;surefire-local;c2-heating-and-air;https://studio.xapp.ai/surefire-local/c2-heating-and-air;Ready for Install;2023-03-08T20:25:43.901Z
C3CC, LLC;surefire-local;c3cc-llc;https://studio.xapp.ai/surefire-local/c3cc-llc;Ready for Install;2022-11-30T16:29:21.752Z
Cafco Services;surefire-local;cafco-services;https://studio.xapp.ai/surefire-local/cafco-services;Live;2022-11-30T16:29:27.408Z
Calidad Enterprises;surefire-local;calidad-enterprises;https://studio.xapp.ai/surefire-local/calidad-enterprises;Live;2022-11-30T16:29:33.157Z
California Heating and Cooling;surefire-local;california-heating-and-cooling;https://studio.xapp.ai/surefire-local/california-heating-and-cooling;Live;2022-11-30T16:29:38.998Z
Camellia City Metal;surefire-local;camellia-city-metal;https://studio.xapp.ai/surefire-local/camellia-city-metal;Live;2022-11-30T16:29:44.008Z
Candle Medical Spa;surefire-local;candle-medical-spa;https://studio.xapp.ai/surefire-local/candle-medical-spa;Ready for Install;2022-12-14T03:29:00.107Z
Candor Mechanical LLC;surefire-local;candor-mechanical-llc;https://studio.xapp.ai/surefire-local/candor-mechanical-llc;Live;2023-01-30T18:27:38.769Z
Canes Exterior;surefire-local;canes-exterior;https://studio.xapp.ai/surefire-local/canes-exterior;Live;2022-11-30T16:29:49.420Z
Canonico's Heating & Air Conditioning;surefire-local;canonicos-heating-and-air-conditioning;https://studio.xapp.ai/surefire-local/canonicos-heating-and-air-conditioning;Ready for Install;2022-11-30T16:29:52.703Z
Cape & Island Tree Service Inc;surefire-local;cape-and-island-tree-service-inc;https://studio.xapp.ai/surefire-local/cape-and-island-tree-service-inc;Live;2023-03-13T20:28:24.081Z
Capital Overhead Doors and Gates;surefire-local;capital-overhead-doors-and-gates;https://studio.xapp.ai/surefire-local/capital-overhead-doors-and-gates;Ready for Install;2023-02-24T18:43:42.485Z
Capital Roofing LLC;surefire-local;capital-roofing-llc;https://studio.xapp.ai/surefire-local/capital-roofing-llc;Live;2022-11-30T16:29:58.046Z
Captain Air Heating and Cooling;surefire-local;captain-air-heating-and-cooling;https://studio.xapp.ai/surefire-local/captain-air-heating-and-cooling;Ready for Install;2022-11-30T16:30:04.095Z
Carapezza Construction & Roofing Company Inc.;surefire-local;carapezza-construction-and-roofing-company-inc;https://studio.xapp.ai/surefire-local/carapezza-construction-and-roofing-company-inc;Ready for Install;2022-12-20T15:54:38.526Z
Cardozo Roofing & Siding;surefire-local;cardozo-roofing-and-siding;https://studio.xapp.ai/surefire-local/cardozo-roofing-and-siding;Ready for Install;2022-11-30T16:30:09.153Z
Care Contracting;surefire-local;care-contracting;https://studio.xapp.ai/surefire-local/care-contracting;Live;2022-11-30T16:30:18.334Z
Carlton Rembert;surefire-local;carlton-rembert;https://studio.xapp.ai/surefire-local/carlton-rembert;Ready for Install;2022-11-30T16:30:25.958Z
Carolina Roofing Siding Painting;surefire-local;carolina-roofing-siding-painting;https://studio.xapp.ai/surefire-local/carolina-roofing-siding-painting;Live;2022-11-30T16:30:31.145Z
Carter Home Services;surefire-local;carter-home-services;https://studio.xapp.ai/surefire-local/carter-home-services;Live;2022-11-30T16:30:45.433Z
Cassas Brothers Roofing and Siding;surefire-local;cassas-brothers-roofing-and-siding;https://studio.xapp.ai/surefire-local/cassas-brothers-roofing-and-siding;Live;2022-11-30T16:30:54.298Z
Castle Builders And Roofing, LLC;surefire-local;castle-builders-and-roofing-llc;https://studio.xapp.ai/surefire-local/castle-builders-and-roofing-llc;Ready for Install;2022-11-30T16:30:57.947Z
Castlestone Homes;surefire-local;castlestone-homes;https://studio.xapp.ai/surefire-local/castlestone-homes;Live;2022-11-30T16:31:02.720Z
Cat's Eye Security;surefire-local;cats-eye-security;https://studio.xapp.ai/surefire-local/cats-eye-security;Ready for Install;2022-11-30T16:31:06.900Z
CC Construction & Roofing;surefire-local;cc-construction-and-roofing;https://studio.xapp.ai/surefire-local/cc-construction-and-roofing;Live;2022-11-30T16:31:16.789Z
Cedar Creek Construction;surefire-local;cedar-creek-construction;https://studio.xapp.ai/surefire-local/cedar-creek-construction;Live;2022-12-20T16:10:39.588Z
Cedi Contractors LLC;surefire-local;cedi-contractors-llc;https://studio.xapp.ai/surefire-local/cedi-contractors-llc;Live;2022-11-30T16:31:25.135Z
Centennial Roofing, Inc.;surefire-local;centennial-roofing-inc;https://studio.xapp.ai/surefire-local/centennial-roofing-inc;Live;2022-11-30T16:31:33.106Z
Central Heating & Air;surefire-local;central-heating-and-air;https://studio.xapp.ai/surefire-local/central-heating-and-air;Ready for Install;2023-03-10T00:39:22.705Z
Central Heating & Cooling Inc.;surefire-local;central-heating-and-cooling-inc;https://studio.xapp.ai/surefire-local/central-heating-and-cooling-inc;Submitted for Review;2023-03-10T14:51:22.841Z
Centron Plumbing Services;surefire-local;centron-plumbing-services;https://studio.xapp.ai/surefire-local/centron-plumbing-services;Ready for Install;2022-11-30T16:31:36.504Z
CER Roofing Contractors LLC;surefire-local;cer-roofing-contractors-llc;https://studio.xapp.ai/surefire-local/cer-roofing-contractors-llc;Live;2022-09-08T03:03:57.895Z
Certified Roofers & General Contractors, Inc.;surefire-local;certified-roofers-and-general-contractors-inc;https://studio.xapp.ai/surefire-local/certified-roofers-and-general-contractors-inc;Ready for Install;2023-01-12T19:00:31.376Z
Certified Roofing Solutions, LLC;surefire-local;certified-roofing-solutions-llc;https://studio.xapp.ai/surefire-local/certified-roofing-solutions-llc;Ready for Install;2022-11-30T16:31:47.951Z
Chico Solar Works;surefire-local;chico-solar-works;https://studio.xapp.ai/surefire-local/chico-solar-works;Ready for Install;2023-02-17T18:47:47.879Z
Choice Roofing Care LLC;surefire-local;choice-roofing-care-llc;https://studio.xapp.ai/surefire-local/choice-roofing-care-llc;Ready for Install;2022-11-30T16:31:54.298Z
Christian Brothers Roofing;surefire-local;christian-brothers-roofing;https://studio.xapp.ai/surefire-local/christian-brothers-roofing;Live;2022-11-30T16:31:59.657Z
Christian Construction;surefire-local;christian-construction;https://studio.xapp.ai/surefire-local/christian-construction;Ready for Install;2022-11-30T16:32:04.256Z
Christofferson Construction LLC;surefire-local;christofferson-construction-llc;https://studio.xapp.ai/surefire-local/christofferson-construction-llc;Live;2022-11-30T16:32:09.798Z
Classic Roofing & Construction;surefire-local;classic-roofing-and-construction;https://studio.xapp.ai/surefire-local/classic-roofing-and-construction;Live;2022-12-20T16:13:06.694Z
Clear Victory Painting;surefire-local;clear-victory-painting;https://studio.xapp.ai/surefire-local/clear-victory-painting;Ready for Install;2022-11-30T16:32:22.906Z
Clemmons Windows & Doors;surefire-local;clemmons-windows-and-doors;https://studio.xapp.ai/surefire-local/clemmons-windows-and-doors;Live;2022-12-20T16:13:40.103Z
Climate Systems Heating and Air Conditioning;surefire-local;climate-systems-heating-and-air-conditioning;https://studio.xapp.ai/surefire-local/climate-systems-heating-and-air-conditioning;Live;2022-11-30T16:32:32.332Z
Climate-Tech Inc;surefire-local;climate-tech-inc;https://studio.xapp.ai/surefire-local/climate-tech-inc;Live;2022-12-20T16:13:55.076Z
CM Roofing Pros LLC;surefire-local;cm-roofing-pros-llc;https://studio.xapp.ai/surefire-local/cm-roofing-pros-llc;Live;2022-10-19T18:45:16.215Z
CNY Complete Contracting;surefire-local;cny-complete-contracting;https://studio.xapp.ai/surefire-local/cny-complete-contracting;Live;2022-11-30T16:32:44.715Z
Coast A/C & Heat;surefire-local;coast-ac-and-heat;https://studio.xapp.ai/surefire-local/coast-ac-and-heat;Live;2023-01-30T18:35:10.475Z
Coastal Roofing & Sheetmetal Co.;surefire-local;coastal-roofing-and-sheetmetal-co;https://studio.xapp.ai/surefire-local/coastal-roofing-and-sheetmetal-co;Live;2022-11-30T16:32:49.580Z
Coastland Construction;surefire-local;coastland-construction;https://studio.xapp.ai/surefire-local/coastland-construction;Live;2022-11-30T16:32:54.456Z
Coastline Construction Services LLC;surefire-local;coastline-construction-services-llc;https://studio.xapp.ai/surefire-local/coastline-construction-services-llc;In Review;2023-03-10T14:48:33.256Z
Colorado Pro Roofing;surefire-local;colorado-pro-roofing;https://studio.xapp.ai/surefire-local/colorado-pro-roofing;Ready for Install;2022-11-30T16:32:58.617Z
Columbia Contracting LLC;surefire-local;columbia-contracting-llc;https://studio.xapp.ai/surefire-local/columbia-contracting-llc;Live;2022-11-30T16:33:05.639Z
Complete Glass Utah;surefire-local;complete-glass-utah;https://studio.xapp.ai/surefire-local/complete-glass-utah;Live;2022-11-30T16:33:12.765Z
Complete Kitchen & Bath;surefire-local;complete-kitchen-and-bath;https://studio.xapp.ai/surefire-local/complete-kitchen-and-bath;Ready for Install;2023-03-09T14:34:54.472Z
Complete Roofing Services;surefire-local;complete-roofing-services;https://studio.xapp.ai/surefire-local/complete-roofing-services;Live;2022-11-30T16:33:23.035Z
Complete Xterior;surefire-local;complete-xterior;https://studio.xapp.ai/surefire-local/complete-xterior;Live;2022-09-20T21:17:41.594Z
Connecticut Business Centers;surefire-local;connecticut-business-centers;https://studio.xapp.ai/surefire-local/connecticut-business-centers;Live;2022-10-19T18:46:08.372Z
Cool Air Services, Inc.;surefire-local;cool-air-services-inc;https://studio.xapp.ai/surefire-local/cool-air-services-inc;Ready for Install;2022-11-30T16:33:36.073Z
Cool Zone Air;surefire-local;cool-zone-air;https://studio.xapp.ai/surefire-local/cool-zone-air;Live;2022-11-30T16:33:40.464Z
Cordell Exteriors;surefire-local;cordell-exteriors;https://studio.xapp.ai/surefire-local/cordell-exteriors;Ready for Install;2022-11-30T16:33:44.751Z
Cosenza Roofing;surefire-local;cosenza-roofing-98tzz;https://studio.xapp.ai/surefire-local/cosenza-roofing-98tzz;Ready for Install;2023-01-26T04:37:56.147Z
Costello Climate Control;surefire-local;costello-climate-control;https://studio.xapp.ai/surefire-local/costello-climate-control;Live;2022-11-30T16:33:51.835Z
Costless Warehouse;surefire-local;costless-warehouse;https://studio.xapp.ai/surefire-local/costless-warehouse;Ready for Install;2022-11-30T16:33:56.470Z
Cottage Industries, Inc.;surefire-local;cottage-industries-inc;https://studio.xapp.ai/surefire-local/cottage-industries-inc;Live;2022-11-30T16:34:02.250Z
Countrywide Contracting, Inc.;surefire-local;countrywide-contracting-inc;https://studio.xapp.ai/surefire-local/countrywide-contracting-inc;Live;2023-01-30T18:38:32.828Z
Covenant Air Conditioning and Heating, Inc.;surefire-local;covenant-air-conditioning-and-heating-inc;https://studio.xapp.ai/surefire-local/covenant-air-conditioning-and-heating-inc;Ready for Install;2022-11-30T16:34:05.547Z
Cover Pro Roofing;surefire-local;cover-pro-roofing;https://studio.xapp.ai/surefire-local/cover-pro-roofing;Live;2022-11-30T16:34:13.466Z
Covered Staffing LLC;surefire-local;covered-staffing-llc;https://studio.xapp.ai/surefire-local/covered-staffing-llc;Live;2022-11-30T16:34:25.129Z
Acme Law Office;surefire-local;cr-taylor-law-ps-k5tyr;https://studio.xapp.ai/surefire-local/cr-taylor-law-ps-k5tyr;Archived;2022-12-14T16:00:49.971Z
CR Taylor Law, P.S.;surefire-local;cr-taylor-law-ps-r0u7r;https://studio.xapp.ai/surefire-local/cr-taylor-law-ps-r0u7r;Ready for Install;2022-11-30T16:34:31.210Z
Craftsman Roofing Services Inc.;surefire-local;craftsman-roofing-services-inc-guydh;https://studio.xapp.ai/surefire-local/craftsman-roofing-services-inc-guydh;Live;2022-11-30T16:34:36.597Z
Cran-Marsh Inc.;surefire-local;cran-marsh-inc;https://studio.xapp.ai/surefire-local/cran-marsh-inc;Live;2022-11-30T16:34:42.323Z
Cranders Roofing;surefire-local;cranders-roofing-sn841;https://studio.xapp.ai/surefire-local/cranders-roofing-sn841;Ready for Install;2022-12-20T16:19:46.057Z
Crown Roofing;surefire-local;crown-roofing;https://studio.xapp.ai/surefire-local/crown-roofing;Live;2022-11-30T16:34:47.201Z
Cruz Roofing and Siding;surefire-local;cruz-roofing-and-siding;https://studio.xapp.ai/surefire-local/cruz-roofing-and-siding;Live;2022-11-30T16:34:57.559Z
CS Structures;surefire-local;cs-structures;https://studio.xapp.ai/surefire-local/cs-structures;Live;2022-11-30T16:35:03.456Z
CURLEE CAPITAL;surefire-local;curlee-capital;https://studio.xapp.ai/surefire-local/curlee-capital;Live;2022-11-30T16:35:10.168Z
Custom Creative Remodeling;surefire-local;custom-creative-remodeling;https://studio.xapp.ai/surefire-local/custom-creative-remodeling;Live;2022-11-30T16:35:18.407Z
Custom Creative Remodeling;surefire-local;custom-creative-remodeling-mvkxh;https://studio.xapp.ai/surefire-local/custom-creative-remodeling-mvkxh;Live;2022-11-30T16:35:25.318Z
Custom Creative Remodeling;surefire-local;custom-creative-remodeling-qpvcd;https://studio.xapp.ai/surefire-local/custom-creative-remodeling-qpvcd;Live;2022-11-30T16:35:30.855Z
Custom Installations;surefire-local;custom-installations;https://studio.xapp.ai/surefire-local/custom-installations;Live;2022-11-03T21:39:53.259Z
Cutting Edge Exteriors;surefire-local;cutting-edge-exteriors;https://studio.xapp.ai/surefire-local/cutting-edge-exteriors;Live;2022-11-30T16:35:39.373Z
Cycle Solar;surefire-local;cycle-solar;https://studio.xapp.ai/surefire-local/cycle-solar;Live;2022-12-20T16:19:19.859Z
D & D Roofing, LLC;surefire-local;d-and-d-roofing-llc;https://studio.xapp.ai/surefire-local/d-and-d-roofing-llc;Live;2022-11-30T16:36:39.741Z
D & M Roofing Company LLC;surefire-local;d-and-m-roofing-company-llc;https://studio.xapp.ai/surefire-local/d-and-m-roofing-company-llc;Ready for Install;2022-11-30T16:36:43.050Z
Dal-Tex Glass & Screens, LLC;surefire-local;dal-tex-glass-and-screens-llc-xyime;https://studio.xapp.ai/surefire-local/dal-tex-glass-and-screens-llc-xyime;Live;2023-02-28T15:40:00.661Z
Dalton Moving;surefire-local;dalton-moving;https://studio.xapp.ai/surefire-local/dalton-moving;Ready for Install;2022-11-30T16:36:46.911Z
D&J Roofing;surefire-local;dandj-roofing;https://studio.xapp.ai/surefire-local/dandj-roofing;Ready for Install;2022-11-30T16:36:50.062Z
D&R Heating and Cooling;surefire-local;dandr-heating-and-cooling;https://studio.xapp.ai/surefire-local/dandr-heating-and-cooling;Live;2022-11-30T16:36:55.340Z
Daniel T. Fleischer, P.A.;surefire-local;daniel-t-fleischer-pa;https://studio.xapp.ai/surefire-local/daniel-t-fleischer-pa;Live;2022-11-03T21:40:33.360Z
Danny Larcom Heating & Air Inc;surefire-local;danny-larcom-heating-and-air-inc;https://studio.xapp.ai/surefire-local/danny-larcom-heating-and-air-inc;Live;2022-11-30T16:37:10.315Z
Darrell Yoder Roofing;surefire-local;darrell-yoder-roofing;https://studio.xapp.ai/surefire-local/darrell-yoder-roofing;Live;2022-11-30T16:37:15.274Z
Dash Heating and Air;surefire-local;dash-heating-and-air;https://studio.xapp.ai/surefire-local/dash-heating-and-air;Live;2022-11-30T16:37:19.800Z
Dave's Discount Roofing;surefire-local;daves-discount-roofing;https://studio.xapp.ai/surefire-local/daves-discount-roofing;Cancelled;2023-02-23T15:29:18.171Z
Dave's Heating and Air;surefire-local;daves-heating-and-air;https://studio.xapp.ai/surefire-local/daves-heating-and-air;Ready for Install;2022-11-30T16:37:32.116Z
Dave's Roofing;surefire-local;daves-roofing;https://studio.xapp.ai/surefire-local/daves-roofing;Ready for Install;2023-02-16T16:05:39.141Z
David and Son Heating & Air;surefire-local;david-and-son-heating-and-air;https://studio.xapp.ai/surefire-local/david-and-son-heating-and-air;Live;2023-03-13T20:47:29.841Z
Davis Chiropractic;surefire-local;davis-chiropractic;https://studio.xapp.ai/surefire-local/davis-chiropractic;Ready for Install;2022-11-30T16:37:36.639Z
DDP HVAC, L.L.C.;surefire-local;ddp-hvac-llc;https://studio.xapp.ai/surefire-local/ddp-hvac-llc;Live;2022-12-20T16:21:49.672Z
D.E.C Restorations;surefire-local;dec-restorations;https://studio.xapp.ai/surefire-local/dec-restorations;Live;2022-11-03T21:41:11.728Z
Decurtins Law Firm;surefire-local;decurtins-law-firm;https://studio.xapp.ai/surefire-local/decurtins-law-firm;Ready for Install;2022-11-30T16:37:47.915Z
"Dent Guys Las Vegas​
";surefire-local;dent-guys-las-vegas;https://studio.xapp.ai/surefire-local/dent-guys-las-vegas;Cancelled;2023-02-23T15:28:35.522Z
DePalma Construction;surefire-local;depalma-construction;https://studio.xapp.ai/surefire-local/depalma-construction;Ready for Install;2022-11-30T16:37:56.394Z
Deschutes Roofing;surefire-local;deschutes-roofing;https://studio.xapp.ai/surefire-local/deschutes-roofing;Live;2022-11-30T16:38:02.825Z
Design Skylights and Solar;surefire-local;design-skylights-and-solar;https://studio.xapp.ai/surefire-local/design-skylights-and-solar;Live;2023-03-13T20:50:25.911Z
Designer Kitchens & Baths;surefire-local;designer-kitchens-and-baths;https://studio.xapp.ai/surefire-local/designer-kitchens-and-baths;Live;2022-11-30T16:38:08.060Z
Diamond Plate Electrical Services;surefire-local;diamond-plate-electrical-services;https://studio.xapp.ai/surefire-local/diamond-plate-electrical-services;Live;2023-03-13T20:50:41.428Z
Disaster Relief Roofing;surefire-local;disaster-relief-roofing;https://studio.xapp.ai/surefire-local/disaster-relief-roofing;Live;2022-11-30T16:38:14.130Z
Dixie Roofing;surefire-local;dixie-roofing;https://studio.xapp.ai/surefire-local/dixie-roofing;Live;2022-11-30T16:38:19.412Z
DMC Home Solutions and Remodel;surefire-local;dmc-home-solutions-and-remodel;https://studio.xapp.ai/surefire-local/dmc-home-solutions-and-remodel;Ready for Install;2022-11-30T16:38:21.028Z
$59 Royal Breeze Heating & Air;surefire-local;dollar59-royal-breeze-heating-and-air;https://studio.xapp.ai/surefire-local/dollar59-royal-breeze-heating-and-air;Live;2022-11-30T16:38:28.817Z
Done-Right Roofing & Sheet Metal;surefire-local;done-right-roofing-and-sheet-metal;https://studio.xapp.ai/surefire-local/done-right-roofing-and-sheet-metal;Live;2022-11-30T16:38:34.986Z
Double J Construction, LLC;surefire-local;double-j-construction-llc;https://studio.xapp.ai/surefire-local/double-j-construction-llc;Ready for Install;2022-11-30T16:38:42.100Z
DPO Construction Company Inc;surefire-local;dpo-construction-company-inc;https://studio.xapp.ai/surefire-local/dpo-construction-company-inc;Live;2022-10-19T18:49:57.916Z
Dream Remodel Construction LLC;surefire-local;dream-remodel-construction-llc;https://studio.xapp.ai/surefire-local/dream-remodel-construction-llc;Ready for Install;2023-01-12T17:49:08.554Z
DreamMaker Bath & Kitchen of Aiken;surefire-local;dreammaker-bath-and-kitchen-of-aiken;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-aiken;Live;2022-09-08T03:09:02.565Z
DreamMaker Bath & Kitchen of Alpharetta;surefire-local;dreammaker-bath-and-kitchen-of-alpharetta;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-alpharetta;Live;2022-09-08T03:09:10.773Z
DreamMaker Bath & Kitchen of Burlington County;surefire-local;dreammaker-bath-and-kitchen-of-burlington-county;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-burlington-county;Live;2022-11-30T16:39:17.102Z
DreamMaker Bath & Kitchen of Elizabethtown;surefire-local;dreammaker-bath-and-kitchen-of-elizabethtown;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-elizabethtown;Live;2022-11-30T16:39:30.079Z
DreamMaker Bath & Kitchen of Germantown;surefire-local;dreammaker-bath-and-kitchen-of-germantown;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-germantown;Live;2022-11-30T16:39:43.036Z
DreamMaker Bath & Kitchen of Greater Rockwall;surefire-local;dreammaker-bath-and-kitchen-of-greater-rockwall;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-greater-rockwall;Live;2022-11-30T16:40:01.656Z
DreamMaker Bath & Kitchen of Greensboro;surefire-local;dreammaker-bath-and-kitchen-of-greensboro;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-greensboro;Live;2022-11-30T16:40:11.604Z
Dreammaker Bath & Kitchen of Greenville, SC;surefire-local;dreammaker-bath-and-kitchen-of-greenville-sc;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-greenville-sc;Live;2022-09-29T19:41:45.689Z
DreamMaker Bath & Kitchen of Hollywood FL;surefire-local;dreammaker-bath-and-kitchen-of-hollywood-fl;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-hollywood-fl;Live;2022-11-30T16:40:21.070Z
DreamMaker Bath & Kitchen of Larimer County;surefire-local;dreammaker-bath-and-kitchen-of-larimer-county;https://studio.xapp.ai/surefire-local/dreammaker-bath-and-kitchen-of-larimer-county;Live;2022-11-30T16:40:33.366Z
